id,condition,source_locale,target_locale,source_text,source_intent,donor_text,donor_intent,generation,target_language_success,delta_over_H,source_intent_preserved,donor_intent_leakage
10206,random_zs,zh-CN,ar-SA,怎么做米饭,9,لو سمحت خلي اللمبات عادية,1,", 100%纯天然, 100%安全, 100%健康, 100%美味, 1",False,0.7920206785202026,True,False
9554,alpha_0,ar-SA,zh-CN,رومانسي موسيقى ناش و. م. اثنان وتسعون فاصلة سبعة,36,给我日历上今天的下午六点后的活动,32," عشر.

<h2>الوصف</h2>

في عام 1997 ، أصدرت شركة سوني الموسيقى الناشئة ""موزيك",False,0.8625460267066956,False,False
9554,alpha_075,ar-SA,zh-CN,رومانسي موسيقى ناش و. م. اثنان وتسعون فاصلة سبعة,36,给我日历上今天的下午六点后的活动,32,个个个个个个个个个个个个个个个个个个个个个个个个个个个个个个个个,True,0.8625460267066956,False,False
9554,random_zs,ar-SA,zh-CN,رومانسي موسيقى ناش و. م. اثنان وتسعون فاصلة سبعة,36,给我日历上今天的下午六点后的活动,32,".

<h2>1.</h2>

1. 1. 1. 1. 1. 1. 1. 1. 1",False,0.8625460267066956,False,False
790,alpha_0,zh-CN,ar-SA,天气和煦还是阴沉,13,نفسي في همبرقر جبنه,9,"，但总有那么几缕阳光，照进我的房间，照进我的心。

我坐在窗前，看着窗外，看着窗外，看着",False,0.906584620475769,False,False
790,alpha_075,zh-CN,ar-SA,天气和煦还是阴沉,13,نفسي في همبرقر جبنه,9, و 阴沉 的天气， 今天是 2019 年 1 月 28 日， 今天是 2019,False,0.906584620475769,False,False
790,random_zs,zh-CN,ar-SA,天气和煦还是阴沉,13,نفسي في همبرقر جبنه,9,".

今天是2019年12月25日，圣诞节。

今天是2019年12月25",False,0.906584620475769,False,False
11841,alpha_0,ar-SA,zh-CN,أبي أعرف اذا فيه أي معارض للأشغال اليدوية بتبدأ في هاذي المنطقة,6,提醒,50," من شهر رمضان المبارك وحتى شهر رمضان المبارك المقبل.

أبي أعرف اذا فيه أي معارض للأشغال اليدوية بتبدأ في ها",False,0.7145792245864868,False,True
11841,alpha_075,ar-SA,zh-CN,أبي أعرف اذا فيه أي معارض للأشغال اليدوية بتبدأ في هاذي المنطقة,6,提醒,50,，我從來沒聽說過，我從來沒聽說過，我從來沒聽說過，我從來沒聽說過,True,0.7145792245864868,False,False
11841,random_zs,ar-SA,zh-CN,أبي أعرف اذا فيه أي معارض للأشغال اليدوية بتبدأ في هاذي المنطقة,6,提醒,50,".

أبي أعرف اذا فيه أي معارض للأشغال اليدوية بتبدأ في هاذي المنطقة.

أبي أعرف اذا فيه أي مع",False,0.7145792245864868,True,False
11459,alpha_0,zh-CN,ar-SA,返回播客的上一个节目,58,شغل wemo,24,"

<h1><strong>2022年10月10日</strong></h1>

<strong>主持人：</strong>

<strong>李晓东</strong>

<strong>嘉宾：</strong>",False,0.7245782017707825,False,False
11459,alpha_075,zh-CN,ar-SA,返回播客的上一个节目,58,شغل wemo,24,":

* <strong>100</strong>: <strong>100</strong>: <strong>100</strong>: <strong>100</strong>: ",False,0.7245782017707825,False,False
11459,random_zs,zh-CN,ar-SA,返回播客的上一个节目,58,شغل wemo,24," | vorige | volgende

<h1>The 1990s</h1>

* <strong>Episode</strong>: The 1990s
* <strong>",False,0.7245782017707825,True,False
13758,alpha_0,ar-SA,zh-CN,كم عمر أحلام الشامسي,49,给我恢复灯光,18,"؟

حلم الشامسي هي واحدة من أشهر الممثلات في مصر، ولدت في 1970، وبدأت حياتها الم",False,0.9693650007247925,False,False
13758,alpha_075,ar-SA,zh-CN,كم عمر أحلام الشامسي,49,给我恢复灯光,18,"

[User 0001]

هل يمكن أن يكون عمر أحلام الشامسي عمر الشامسي؟
 

[User 0",False,0.9693650007247925,False,False
13758,random_zs,ar-SA,zh-CN,كم عمر أحلام الشامسي,49,给我恢复灯光,18,"

[User 0001]

<b>
<b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b>",False,0.9693650007247925,False,False
4125,alpha_0,zh-CN,ar-SA,哪里有龙舌兰酒和墨西哥菜,3,غرد بالموقع الخاص بي,47,"？

在墨西哥城，您可以在许多地方找到龙舌兰酒和墨西哥菜。 您可以前往许多餐厅，酒吧和餐馆，以享",False,0.6526436805725098,False,False
4125,alpha_075,zh-CN,ar-SA,哪里有龙舌兰酒和墨西哥菜,3,غرد بالموقع الخاص بي,47," في San Miguel de Allende?

[User 0001]

Hola,

 

I'm looking for a place in San Miguel de",True,0.6526436805725098,False,False
4125,random_zs,zh-CN,ar-SA,哪里有龙舌兰酒和墨西哥菜,3,غرد بالموقع الخاص بي,47,"

[User 0001]

I'm looking for a place in the city that has a good selection of Mexican beer and Mexican food.",False,0.6526436805725098,False,False
13330,alpha_0,ar-SA,zh-CN,ما هو حجم حوت العنبر,49,请看你写的答案,12,"؟

[User 0001]

ما هو حجم حوت العنبر؟

[User 0002]

حوت العن",False,0.9851263761520386,False,True
13330,alpha_075,ar-SA,zh-CN,ما هو حجم حوت العنبر,49,请看你写的答案,12,"؟

[User 0001]

هل يمكن أن يكون حوت العنبر أكبر من الحوت العادي؟

[User 00",False,0.9851263761520386,False,True
13330,random_zs,ar-SA,zh-CN,ما هو حجم حوت العنبر,49,请看你写的答案,12,"?

[User 0001]

<blockquote><b><i><u>
</u></i></b>
<b><i><u>
</u></i></b>
<b><i><u>
",False,0.9851263761520386,False,False
6352,alpha_0,zh-CN,ar-SA,我去了商店,12,حط العشا حقي في ناندوز على التقويم اليوم الساعة تسعة,50,"，买了两个苹果，一个苹果是红色的，一个苹果是绿色的。

我去了商店，买了两个苹果，一个苹果是红色的，一个苹果",False,0.7551432847976685,True,False
6352,alpha_075,zh-CN,ar-SA,我去了商店,12,حط العشا حقي في ناندوز على التقويم اليوم الساعة تسعة,50, لطلب شراء بعض الأطعمة ، لكنني لم أجد ما أريد ، لذلك ذهبت إلى المطبخ ، لكنني لم أجد ما,True,0.7551432847976685,False,False
6352,random_zs,zh-CN,ar-SA,我去了商店,12,حط العشا حقي في ناندوز على التقويم اليوم الساعة تسعة,50,"i5 10400f, 16gb ram, 1tb ssd, 1050ti, 105",False,0.7551432847976685,False,False
